account_id,customer_id,account_type,opening_date,status
A0000936,C000347,DEPOSIT,2024-12-10,CLOSED
A0000937,C000856,DEPOSIT,2023-11-17,ACTIVE
A0000938,C000687,SAVINGS,2020-11-19,ACTIVE
A0000939,C000262,SAVINGS,2025-12-23,ACTIVE
A0000940,C000920,DEPOSIT,2024-03-05,ACTIVE
A0000941,C000591,DEPOSIT,2024-05-29,CLOSED
A0000942,C000685,CURRENT,2021-11-22,ACTIVE
A0000943,C000087,DEPOSIT,2025-10-09,ACTIVE
A0000944,C000724,CURRENT,2021-03-22,ACTIVE
A0000945,C000169,CURRENT,2024-07-12,ACTIVE
A0000946,C000442,CURRENT,2026-01-10,ACTIVE
A0000947,C000646,DEPOSIT,2023-03-30,ACTIVE
A0000948,C000692,DEPOSIT,2026-03-16,CLOSED
A0000949,C000554,DEPOSIT,2020-04-01,ACTIVE
A0000950,C000169,DEPOSIT,2023-12-03,ACTIVE
A0000951,C000943,DEPOSIT,2023-03-11,CLOSED
A0000952,C000531,DEPOSIT,2025-12-26,ACTIVE
A0000953,C000167,DEPOSIT,2021-05-31,CLOSED
A0000954,C000335,CURRENT,2023-07-19,ACTIVE
A0000955,C000622,DEPOSIT,2022-01-26,ACTIVE
A0000956,C000475,CURRENT,2025-08-08,CLOSED
A0000957,C000856,DEPOSIT,2026-06-03,CLOSED
A0000958,C000847,SAVINGS,2026-06-13,ACTIVE
A0000959,C000342,DEPOSIT,2025-04-09,CLOSED
A0000960,C000814,SAVINGS,2024-11-30,ACTIVE
A0000961,C000955,CURRENT,2024-03-18,ACTIVE
A0000962,C000096,CURRENT,2022-02-13,ACTIVE
A0000963,C000059,CURRENT,2023-06-28,CLOSED
A0000964,C000014,DEPOSIT,2024-10-20,CLOSED
A0000965,C000087,DEPOSIT,2022-04-04,ACTIVE
A0000966,C000572,CURRENT,2025-12-01,ACTIVE
A0000967,C000713,CURRENT,2026-04-24,CLOSED
A0000968,C000297,SAVINGS,2023-04-20,ACTIVE
A0000969,C000802,SAVINGS,2024-05-05,ACTIVE
A0000970,C000363,SAVINGS,2025-05-28,ACTIVE
A0000971,C000044,SAVINGS,2026-05-17,ACTIVE
A0000972,C000347,CURRENT,2020-02-13,CLOSED
A0000973,C000143,SAVINGS,2025-06-14,CLOSED
A0000974,C000846,CURRENT,2026-06-09,ACTIVE
A0000975,C000169,SAVINGS,2022-10-10,ACTIVE
A0000976,C000064,SAVINGS,2023-06-08,CLOSED
A0000977,C000174,CURRENT,2025-08-02,ACTIVE
A0000978,C000116,DEPOSIT,2020-06-17,ACTIVE
A0000979,C000986,SAVINGS,2024-12-31,ACTIVE
A0000980,C000772,CURRENT,2024-07-07,ACTIVE
A0000981,C000629,DEPOSIT,2022-09-17,ACTIVE
A0000982,C000343,SAVINGS,2023-09-12,ACTIVE
A0000983,C000360,SAVINGS,2023-01-15,ACTIVE
A0000984,C000395,CURRENT,2026-06-03,ACTIVE
A0000985,C000197,DEPOSIT,2025-03-07,ACTIVE
A0000986,C000622,DEPOSIT,2024-05-08,CLOSED
A0000987,C000735,CURRENT,2023-10-10,ACTIVE
A0000988,C000361,CURRENT,2024-09-26,ACTIVE
A0000989,C000657,SAVINGS,2021-08-19,CLOSED
A0000990,C000796,DEPOSIT,2023-06-08,CLOSED
A0000991,C000524,SAVINGS,2022-04-28,ACTIVE
A0000992,C000045,DEPOSIT,2022-10-12,ACTIVE
A0000993,C000338,SAVINGS,2023-08-07,ACTIVE
A0000994,C000042,DEPOSIT,2023-02-14,ACTIVE
A0000995,C000631,SAVINGS,2023-12-12,ACTIVE
A0000996,C000602,CURRENT,2020-05-19,ACTIVE
A0000997,C000041,CURRENT,2020-04-13,ACTIVE
A0000998,C000251,CURRENT,2024-12-22,ACTIVE
A0000999,C000310,SAVINGS,2022-06-02,ACTIVE
A0001000,C000370,CURRENT,2025-09-16,ACTIVE
A0001001,C000669,CURRENT,2026-01-11,ACTIVE
A0001002,C000355,SAVINGS,2022-02-06,ACTIVE
A0001003,C000942,DEPOSIT,2025-12-21,ACTIVE
A0001004,C000170,CURRENT,2020-10-03,ACTIVE
A0001005,C000964,CURRENT,2021-11-29,ACTIVE
A0001006,C000191,SAVINGS,2020-03-18,ACTIVE
A0001007,C000752,SAVINGS,2021-07-24,ACTIVE
A0001008,C000041,CURRENT,2021-08-06,ACTIVE
A0001009,C000027,CURRENT,2025-07-13,ACTIVE
A0001010,C000291,SAVINGS,2020-08-12,ACTIVE
A0001011,C000274,SAVINGS,2022-08-21,CLOSED
A0001012,C000292,CURRENT,2021-08-03,ACTIVE
A0001013,C000902,SAVINGS,2021-06-28,ACTIVE
A0001014,C000307,CURRENT,2022-05-23,ACTIVE
A0001015,C000566,SAVINGS,2021-12-10,ACTIVE
A0001016,C000335,SAVINGS,2021-03-26,ACTIVE
A0001017,C000447,SAVINGS,2021-11-19,ACTIVE
A0001018,C000545,SAVINGS,2023-08-21,ACTIVE
A0001019,C000426,SAVINGS,2021-09-05,ACTIVE
A0001020,C000370,CURRENT,2025-05-07,ACTIVE
A0001021,C000076,DEPOSIT,2024-10-05,ACTIVE
A0001022,C000189,SAVINGS,2022-11-11,ACTIVE
A0001023,C000613,CURRENT,2025-07-25,ACTIVE
A0001024,C000743,SAVINGS,2021-08-03,ACTIVE
A0001025,C000749,SAVINGS,2021-05-09,ACTIVE
A0001026,C000802,SAVINGS,2021-01-19,CLOSED
A0001027,C000990,DEPOSIT,2022-08-14,ACTIVE
A0001028,C000311,CURRENT,2020-01-19,ACTIVE
A0001029,C000719,DEPOSIT,2025-10-17,ACTIVE
A0001030,C000646,SAVINGS,2025-07-11,ACTIVE
A0001031,C000795,DEPOSIT,2021-09-23,ACTIVE
A0001032,C000871,SAVINGS,2023-02-06,ACTIVE
A0001033,C000743,SAVINGS,2023-03-07,CLOSED
A0001034,C000609,SAVINGS,2021-07-03,ACTIVE
A0001035,C000730,DEPOSIT,2021-04-21,CLOSED
A0001036,C000339,DEPOSIT,2022-09-23,ACTIVE
A0001037,C000319,CURRENT,2021-05-29,ACTIVE
A0001038,C000302,DEPOSIT,2021-05-28,ACTIVE
A0001039,C000682,DEPOSIT,2024-10-08,ACTIVE
A0001040,C000615,SAVINGS,2024-03-13,ACTIVE
A0001041,C000900,SAVINGS,2022-07-31,ACTIVE
A0001042,C000987,CURRENT,2022-10-19,ACTIVE
A0001043,C000210,DEPOSIT,2026-06-11,ACTIVE
A0001044,C000968,DEPOSIT,2020-02-17,ACTIVE
A0001045,C000371,SAVINGS,2021-12-22,ACTIVE
A0001046,C000182,CURRENT,2022-09-13,CLOSED
A0001047,C000227,DEPOSIT,2020-11-25,ACTIVE
A0001048,C000829,SAVINGS,2022-02-08,ACTIVE
A0001049,C000522,SAVINGS,2020-10-21,ACTIVE
A0001050,C000547,SAVINGS,2020-09-02,ACTIVE
A0001051,C000407,CURRENT,2021-01-17,ACTIVE
A0001052,C000321,SAVINGS,2024-05-03,ACTIVE
A0001053,C000664,SAVINGS,2026-02-25,ACTIVE
A0001054,C000902,DEPOSIT,2024-03-16,ACTIVE
A0001055,C000093,CURRENT,2020-06-19,ACTIVE
A0001056,C000119,SAVINGS,2024-05-19,ACTIVE
A0001057,C000699,DEPOSIT,2022-01-12,ACTIVE
A0001058,C000984,SAVINGS,2025-06-10,ACTIVE
A0001059,C000391,CURRENT,2023-04-16,ACTIVE
A0001060,C000707,SAVINGS,2022-03-29,ACTIVE
A0001061,C000108,SAVINGS,2022-09-05,CLOSED
A0001062,C000369,DEPOSIT,2024-07-06,CLOSED
A0001063,C000695,CURRENT,2022-03-15,ACTIVE
A0001064,C000388,DEPOSIT,2020-02-03,ACTIVE
A0001065,C000808,CURRENT,2024-04-02,ACTIVE
A0001066,C000398,DEPOSIT,2020-06-13,ACTIVE
A0001067,C000312,SAVINGS,2021-03-17,CLOSED
A0001068,C000175,DEPOSIT,2024-05-27,ACTIVE
A0001069,C000004,SAVINGS,2021-03-14,ACTIVE
A0001070,C000134,SAVINGS,2023-04-05,ACTIVE
A0001071,C000590,CURRENT,2024-01-19,ACTIVE
A0001072,C000732,CURRENT,2020-11-28,CLOSED
A0001073,C000991,DEPOSIT,2022-08-12,ACTIVE
A0001074,C000439,DEPOSIT,2020-05-11,ACTIVE
A0001075,C000760,CURRENT,2025-04-29,ACTIVE
A0001076,C000296,CURRENT,2020-05-16,ACTIVE
A0001077,C000658,CURRENT,2023-03-03,ACTIVE
A0001078,C000228,DEPOSIT,2025-01-14,ACTIVE
A0001079,C000907,DEPOSIT,2025-03-04,ACTIVE
A0001080,C000314,DEPOSIT,2026-05-15,ACTIVE
A0001081,C000919,DEPOSIT,2021-12-09,ACTIVE
A0001082,C000010,DEPOSIT,2025-09-17,ACTIVE
A0001083,C000866,SAVINGS,2022-01-06,ACTIVE
A0001084,C000171,CURRENT,2023-06-30,ACTIVE
A0001085,C000290,SAVINGS,2023-03-21,ACTIVE
A0001086,C000033,DEPOSIT,2020-07-11,ACTIVE
A0001087,C000069,CURRENT,2021-05-18,CLOSED
A0001088,C000029,SAVINGS,2025-05-24,ACTIVE
A0001089,C000097,CURRENT,2024-10-13,CLOSED
A0001090,C000101,SAVINGS,2022-08-16,ACTIVE
A0001091,C000163,SAVINGS,2024-12-01,ACTIVE
A0001092,C000175,CURRENT,2024-02-09,ACTIVE
A0001093,C000362,DEPOSIT,2026-03-10,ACTIVE
A0001094,C000735,SAVINGS,2022-03-01,ACTIVE
A0001095,C000128,SAVINGS,2025-03-15,ACTIVE
A0001096,C000729,SAVINGS,2021-11-11,ACTIVE
A0001097,C000322,CURRENT,2022-02-28,ACTIVE
A0001098,C000611,SAVINGS,2024-04-07,ACTIVE
A0001099,C000393,SAVINGS,2024-11-15,CLOSED
A0001100,C000275,SAVINGS,2026-05-14,CLOSED
A0001101,C000170,CURRENT,2021-03-19,ACTIVE
A0001102,C000755,SAVINGS,2024-04-04,ACTIVE
A0001103,C000453,SAVINGS,2022-06-25,ACTIVE
A0001104,C000670,DEPOSIT,2020-11-23,ACTIVE
A0001105,C000657,SAVINGS,2026-06-27,ACTIVE
A0001106,C000524,SAVINGS,2024-11-10,ACTIVE
A0001107,C000815,SAVINGS,2023-04-03,CLOSED
A0001108,C000715,SAVINGS,2020-08-10,CLOSED
A0001109,C000691,CURRENT,2024-01-06,ACTIVE
A0001110,C000577,DEPOSIT,2022-05-03,ACTIVE
A0001111,C000293,SAVINGS,2021-01-06,ACTIVE
A0001112,C000853,DEPOSIT,2020-07-05,ACTIVE
A0001113,C000506,DEPOSIT,2021-02-24,ACTIVE
A0001114,C000466,DEPOSIT,2024-03-20,ACTIVE
A0001115,C000654,SAVINGS,2022-05-10,ACTIVE
A0001116,C000305,CURRENT,2024-04-07,ACTIVE
A0001117,C000784,SAVINGS,2026-06-30,ACTIVE
A0001118,C000743,DEPOSIT,2025-07-23,ACTIVE
A0001119,C000499,SAVINGS,2025-01-18,ACTIVE
A0001120,C000860,CURRENT,2026-05-28,ACTIVE
A0001121,C000974,CURRENT,2022-06-12,CLOSED
A0001122,C000105,SAVINGS,2022-03-06,ACTIVE
A0001123,C000692,SAVINGS,2021-09-23,ACTIVE
A0001124,C000229,DEPOSIT,2020-12-21,ACTIVE
A0001125,C000473,CURRENT,2024-10-07,ACTIVE
A0001126,C000434,SAVINGS,2026-06-07,ACTIVE
A0001127,C000044,DEPOSIT,2021-04-17,ACTIVE
A0001128,C000022,SAVINGS,2021-11-16,ACTIVE
A0001129,C000230,DEPOSIT,2020-05-03,ACTIVE
A0001130,C000092,SAVINGS,2025-11-24,ACTIVE
A0001131,C000419,CURRENT,2022-07-04,ACTIVE
A0001132,C000673,SAVINGS,2024-01-28,ACTIVE
A0001133,C000392,CURRENT,2022-04-11,ACTIVE
A0001134,C000342,DEPOSIT,2025-09-28,ACTIVE
A0001135,C000510,DEPOSIT,2022-04-24,ACTIVE
A0001136,C000026,SAVINGS,2020-01-25,CLOSED
A0001137,C000524,CURRENT,2025-07-01,ACTIVE
A0001138,C000750,CURRENT,2021-06-28,ACTIVE
A0001139,C000274,SAVINGS,2025-01-11,ACTIVE
A0001140,C000571,SAVINGS,2020-09-02,ACTIVE
A0001141,C000229,SAVINGS,2025-09-24,ACTIVE
A0001142,C000569,CURRENT,2021-06-29,ACTIVE
A0001143,C000685,SAVINGS,2025-04-19,ACTIVE
A0001144,C000516,DEPOSIT,2024-09-30,ACTIVE
A0001145,C000288,DEPOSIT,2022-03-11,CLOSED
A0001146,C000920,CURRENT,2024-04-16,ACTIVE
A0001147,C000112,CURRENT,2021-03-20,ACTIVE
A0001148,C000031,CURRENT,2021-04-28,ACTIVE
A0001149,C000063,SAVINGS,2021-08-24,ACTIVE
A0001150,C000817,CURRENT,2025-01-05,ACTIVE
A0001151,C000329,SAVINGS,2021-08-17,CLOSED
A0001152,C000386,CURRENT,2023-08-01,ACTIVE
A0001153,C000192,SAVINGS,2023-11-27,ACTIVE
A0001154,C000369,SAVINGS,2024-03-02,ACTIVE
A0001155,C000381,SAVINGS,2023-11-17,ACTIVE
A0001156,C000511,SAVINGS,2025-08-30,ACTIVE
A0001157,C000548,CURRENT,2020-07-17,ACTIVE
A0001158,C000674,SAVINGS,2020-02-26,ACTIVE
A0001159,C000484,CURRENT,2024-04-24,ACTIVE
A0001160,C000139,DEPOSIT,2022-07-10,ACTIVE
A0001161,C000062,DEPOSIT,2025-10-10,ACTIVE
A0001162,C000720,SAVINGS,2023-12-25,ACTIVE
A0001163,C000142,DEPOSIT,2021-06-24,ACTIVE
A0001164,C000093,DEPOSIT,2023-05-18,ACTIVE
A0001165,C000252,CURRENT,2024-05-29,ACTIVE
A0001166,C000166,CURRENT,2025-12-09,ACTIVE
A0001167,C000335,CURRENT,2020-07-26,ACTIVE
A0001168,C000814,CURRENT,2023-02-21,ACTIVE
A0001169,C000098,CURRENT,2025-04-26,ACTIVE
A0001170,C000634,SAVINGS,2025-05-21,ACTIVE
A0001171,C000304,DEPOSIT,2023-01-25,ACTIVE
A0001172,C000397,DEPOSIT,2023-11-15,ACTIVE
A0001173,C000634,SAVINGS,2024-09-07,ACTIVE
A0001174,C000849,CURRENT,2025-10-25,ACTIVE
A0001175,C000882,SAVINGS,2025-12-08,CLOSED
A0001176,C000074,DEPOSIT,2020-04-02,CLOSED
A0001177,C000488,CURRENT,2022-01-24,ACTIVE
A0001178,C000901,CURRENT,2025-06-01,ACTIVE
A0001179,C000330,CURRENT,2024-09-05,ACTIVE
A0001180,C000659,DEPOSIT,2024-02-06,ACTIVE
A0001181,C000457,DEPOSIT,2022-12-16,ACTIVE
A0001182,C000112,CURRENT,2021-04-22,ACTIVE
A0001183,C000547,DEPOSIT,2021-02-19,ACTIVE
A0001184,C000380,CURRENT,2021-03-08,ACTIVE
A0001185,C000586,SAVINGS,2024-01-10,ACTIVE
A0001186,C000173,DEPOSIT,2024-02-05,CLOSED
A0001187,C000871,CURRENT,2023-04-22,ACTIVE
A0001188,C000469,DEPOSIT,2023-05-31,ACTIVE
A0001189,C000393,CURRENT,2024-11-16,ACTIVE
A0001190,C000615,SAVINGS,2025-05-27,ACTIVE
A0001191,C000755,DEPOSIT,2024-10-11,ACTIVE
A0001192,C000441,DEPOSIT,2024-10-14,ACTIVE
A0001193,C000884,SAVINGS,2023-05-20,ACTIVE
A0001194,C000485,DEPOSIT,2020-08-03,ACTIVE
A0001195,C000720,SAVINGS,2023-09-06,ACTIVE
A0001196,C000662,CURRENT,2026-01-20,ACTIVE
A0001197,C000695,SAVINGS,2020-10-21,CLOSED
A0001198,C000043,DEPOSIT,2021-05-18,ACTIVE
A0001199,C000786,CURRENT,2024-11-08,ACTIVE
A0001200,C000017,CURRENT,2020-08-23,ACTIVE
A0001201,C000118,DEPOSIT,2023-03-22,ACTIVE
A0001202,C000546,CURRENT,2020-02-11,ACTIVE
A0001203,C000991,CURRENT,2022-11-19,ACTIVE
A0001204,C000294,CURRENT,2025-06-28,ACTIVE
A0001205,C000544,DEPOSIT,2023-06-14,CLOSED
A0001206,C000945,DEPOSIT,2020-07-08,ACTIVE
A0001207,C000549,SAVINGS,2021-02-19,ACTIVE
A0001208,C000421,DEPOSIT,2022-11-27,ACTIVE
A0001209,C000574,CURRENT,2021-11-05,CLOSED
A0001210,C000315,DEPOSIT,2022-06-30,ACTIVE
A0001211,C000363,SAVINGS,2025-04-08,CLOSED
A0001212,C000928,DEPOSIT,2025-05-15,CLOSED
A0001213,C000169,CURRENT,2021-04-26,ACTIVE
A0001214,C000971,CURRENT,2024-06-20,CLOSED
A0001215,C000806,CURRENT,2020-06-20,ACTIVE
A0001216,C000092,CURRENT,2022-12-27,ACTIVE
A0001217,C000687,DEPOSIT,2026-01-02,ACTIVE
A0001218,C000791,SAVINGS,2022-02-05,ACTIVE
A0001219,C000634,SAVINGS,2025-08-07,ACTIVE
A0001220,C000414,CURRENT,2025-07-01,ACTIVE
A0001221,C000531,SAVINGS,2023-01-22,ACTIVE
A0001222,C000252,CURRENT,2025-03-20,ACTIVE
A0001223,C000863,DEPOSIT,2023-06-15,ACTIVE
A0001224,C000645,SAVINGS,2024-06-06,ACTIVE
A0001225,C000033,CURRENT,2023-07-22,ACTIVE
A0001226,C000237,CURRENT,2020-11-27,ACTIVE
A0001227,C000624,CURRENT,2022-10-05,ACTIVE
A0001228,C000905,SAVINGS,2025-05-20,ACTIVE
A0001229,C000709,SAVINGS,2024-02-16,CLOSED
A0001230,C000001,DEPOSIT,2022-06-25,ACTIVE
A0001231,C000277,CURRENT,2021-04-29,ACTIVE
A0001232,C000874,SAVINGS,2021-06-13,ACTIVE
A0001233,C000959,SAVINGS,2022-02-16,CLOSED
A0001234,C000091,SAVINGS,2024-03-08,ACTIVE
A0001235,C000075,DEPOSIT,2021-08-06,ACTIVE
A0001236,C000193,SAVINGS,2025-03-02,ACTIVE
A0001237,C000611,DEPOSIT,2022-12-26,ACTIVE
A0001238,C000134,CURRENT,2025-03-05,ACTIVE
A0001239,C000829,DEPOSIT,2022-05-14,ACTIVE
A0001240,C000371,CURRENT,2025-04-14,ACTIVE
A0001241,C000869,SAVINGS,2023-02-23,ACTIVE
A0001242,C000530,SAVINGS,2023-09-05,CLOSED
A0001243,C000462,CURRENT,2025-04-05,ACTIVE
A0001244,C000058,CURRENT,2020-02-18,ACTIVE
A0001245,C000697,SAVINGS,2020-01-19,ACTIVE
A0001246,C000478,DEPOSIT,2020-12-25,ACTIVE
A0001247,C000174,DEPOSIT,2025-07-11,CLOSED
A0001248,C000045,DEPOSIT,2022-01-25,ACTIVE
A0001249,C000871,SAVINGS,2025-04-07,ACTIVE
A0001250,C000268,SAVINGS,2020-05-31,ACTIVE
A0001251,C000721,CURRENT,2022-02-04,ACTIVE
A0001252,C000276,SAVINGS,2020-05-08,ACTIVE
A0001253,C000173,CURRENT,2024-01-29,ACTIVE
A0001254,C000936,SAVINGS,2020-05-09,ACTIVE
A0001255,C000786,CURRENT,2023-04-29,ACTIVE
A0001256,C000475,SAVINGS,2025-02-14,CLOSED
A0001257,C000500,SAVINGS,2023-12-25,ACTIVE
A0001258,C000826,SAVINGS,2026-02-13,ACTIVE
A0001259,C000710,CURRENT,2024-05-01,ACTIVE
A0001260,C000251,CURRENT,2023-04-07,CLOSED
A0001261,C000233,CURRENT,2021-10-21,ACTIVE
A0001262,C000620,CURRENT,2023-09-12,ACTIVE
A0001263,C000432,CURRENT,2024-12-02,ACTIVE
A0001264,C000548,DEPOSIT,2023-04-16,ACTIVE
A0001265,C000273,SAVINGS,2025-10-04,ACTIVE
A0001266,C000627,SAVINGS,2023-10-04,ACTIVE
A0001267,C000115,DEPOSIT,2020-12-30,ACTIVE
A0001268,C000571,DEPOSIT,2024-06-09,ACTIVE
A0001269,C000843,SAVINGS,2023-09-11,ACTIVE
A0001270,C000448,DEPOSIT,2021-10-22,ACTIVE
A0001271,C000469,CURRENT,2023-08-11,CLOSED
A0001272,C000581,SAVINGS,2023-02-16,ACTIVE
A0001273,C000185,SAVINGS,2024-11-21,CLOSED
A0001274,C000879,DEPOSIT,2023-05-22,ACTIVE
A0001275,C000663,DEPOSIT,2025-02-27,ACTIVE
A0001276,C000563,SAVINGS,2022-02-16,ACTIVE
A0001277,C000891,CURRENT,2024-06-01,ACTIVE
A0001278,C000250,SAVINGS,2023-02-27,ACTIVE
A0001279,C000669,SAVINGS,2021-02-20,ACTIVE
A0001280,C000200,CURRENT,2026-05-20,ACTIVE
A0001281,C000076,SAVINGS,2024-01-21,ACTIVE
A0001282,C000612,CURRENT,2024-09-14,ACTIVE
A0001283,C000485,CURRENT,2021-07-01,ACTIVE
A0001284,C000625,DEPOSIT,2022-08-28,CLOSED
A0001285,C000103,DEPOSIT,2025-11-29,ACTIVE
A0001286,C000366,SAVINGS,2021-10-30,ACTIVE
A0001287,C000924,DEPOSIT,2020-07-08,ACTIVE
A0001288,C000358,SAVINGS,2026-03-07,CLOSED
A0001289,C000334,CURRENT,2020-11-06,ACTIVE
A0001290,C000925,DEPOSIT,2021-03-28,ACTIVE
A0001291,C000367,CURRENT,2021-04-03,ACTIVE
A0001292,C000089,DEPOSIT,2021-04-11,ACTIVE
A0001293,C000439,DEPOSIT,2024-05-25,ACTIVE
A0001294,C000781,DEPOSIT,2025-08-08,ACTIVE
A0001295,C000800,DEPOSIT,2022-08-18,ACTIVE
A0001296,C000084,CURRENT,2020-10-08,ACTIVE
A0001297,C000204,SAVINGS,2025-09-06,ACTIVE
A0001298,C000095,CURRENT,2020-05-17,ACTIVE
A0001299,C000542,SAVINGS,2020-09-01,ACTIVE
A0001300,C000609,CURRENT,2023-09-18,ACTIVE
A0001301,C000345,CURRENT,2020-12-26,ACTIVE
A0001302,C000723,DEPOSIT,2023-10-08,ACTIVE
A0001303,C000547,DEPOSIT,2023-07-22,CLOSED
A0001304,C000965,SAVINGS,2020-07-10,ACTIVE
A0001305,C000859,SAVINGS,2024-08-10,ACTIVE
A0001306,C000835,CURRENT,2022-09-23,ACTIVE
A0001307,C000890,DEPOSIT,2026-05-22,CLOSED
A0001308,C000516,CURRENT,2023-10-17,ACTIVE
A0001309,C000825,DEPOSIT,2021-04-02,ACTIVE
A0001310,C000364,DEPOSIT,2022-05-17,CLOSED
A0001311,C000247,DEPOSIT,2024-10-01,ACTIVE
A0001312,C000498,CURRENT,2022-03-26,ACTIVE
A0001313,C000590,DEPOSIT,2025-09-24,ACTIVE
A0001314,C000191,CURRENT,2025-03-13,ACTIVE
A0001315,C000881,SAVINGS,2020-11-30,ACTIVE
A0001316,C000601,SAVINGS,2023-06-24,ACTIVE
A0001317,C000844,DEPOSIT,2022-03-02,CLOSED
A0001318,C000284,CURRENT,2024-12-14,ACTIVE
A0001319,C000348,SAVINGS,2023-03-19,ACTIVE
A0001320,C000723,SAVINGS,2025-06-30,ACTIVE
A0001321,C000300,CURRENT,2021-07-23,ACTIVE
A0001322,C000150,DEPOSIT,2025-02-23,ACTIVE
A0001323,C000195,CURRENT,2020-10-25,ACTIVE
A0001324,C000103,CURRENT,2023-05-01,ACTIVE
A0001325,C000497,CURRENT,2021-04-13,CLOSED
A0001326,C000290,DEPOSIT,2021-11-04,ACTIVE
A0001327,C000696,CURRENT,2021-11-14,ACTIVE
A0001328,C000346,DEPOSIT,2020-02-22,ACTIVE
A0001329,C000966,CURRENT,2022-01-20,ACTIVE
A0001330,C000916,DEPOSIT,2024-07-06,ACTIVE
A0001331,C000197,CURRENT,2023-05-08,ACTIVE
A0001332,C000250,DEPOSIT,2020-12-09,ACTIVE
A0001333,C000257,CURRENT,2020-10-22,ACTIVE
A0001334,C000038,CURRENT,2023-03-23,ACTIVE
A0001335,C000020,SAVINGS,2020-07-18,ACTIVE
A0001336,C000920,CURRENT,2020-11-26,ACTIVE
A0001337,C000090,DEPOSIT,2022-07-04,CLOSED
A0001338,C000884,SAVINGS,2025-07-26,ACTIVE
A0001339,C000168,SAVINGS,2021-05-10,ACTIVE
A0001340,C000937,DEPOSIT,2020-01-08,ACTIVE
A0001341,C000668,SAVINGS,2024-05-24,ACTIVE
A0001342,C000322,CURRENT,2020-07-09,ACTIVE
A0001343,C000108,CURRENT,2021-12-23,CLOSED
A0001344,C000366,DEPOSIT,2021-02-27,ACTIVE
A0001345,C000033,DEPOSIT,2025-11-22,ACTIVE
A0001346,C000274,DEPOSIT,2025-12-26,ACTIVE
A0001347,C000797,CURRENT,2022-10-01,ACTIVE
A0001348,C000805,DEPOSIT,2024-06-22,ACTIVE
A0001349,C000772,DEPOSIT,2023-11-11,ACTIVE
A0001350,C000790,CURRENT,2020-05-04,ACTIVE
A0001351,C000293,SAVINGS,2021-09-03,ACTIVE
A0001352,C000035,DEPOSIT,2022-04-14,ACTIVE
A0001353,C000592,CURRENT,2026-02-26,ACTIVE
A0001354,C000433,SAVINGS,2026-06-12,ACTIVE
A0001355,C000687,SAVINGS,2021-03-14,ACTIVE
A0001356,C000269,CURRENT,2020-11-18,ACTIVE
A0001357,C000373,DEPOSIT,2022-08-25,ACTIVE
A0001358,C000197,CURRENT,2025-01-16,ACTIVE
A0001359,C000597,DEPOSIT,2022-05-26,ACTIVE
A0001360,C000431,SAVINGS,2022-03-10,CLOSED
A0001361,C000829,SAVINGS,2021-03-08,ACTIVE
A0001362,C000853,CURRENT,2024-11-01,ACTIVE
A0001363,C000967,CURRENT,2020-02-27,ACTIVE
A0001364,C000242,CURRENT,2021-08-12,ACTIVE
A0001365,C000318,CURRENT,2021-02-13,CLOSED
A0001366,C000069,DEPOSIT,2021-07-11,ACTIVE
A0001367,C000873,SAVINGS,2022-01-10,ACTIVE
A0001368,C000967,DEPOSIT,2023-05-11,ACTIVE
A0001369,C000811,DEPOSIT,2022-03-03,ACTIVE
A0001370,C000942,SAVINGS,2025-08-15,ACTIVE
A0001371,C000535,SAVINGS,2022-10-02,ACTIVE
A0001372,C000676,CURRENT,2025-04-17,ACTIVE
A0001373,C000584,CURRENT,2022-07-20,ACTIVE
A0001374,C000244,SAVINGS,2023-03-07,ACTIVE
A0001375,C000884,SAVINGS,2020-10-23,ACTIVE
A0001376,C000229,DEPOSIT,2023-09-11,ACTIVE
A0001377,C000899,CURRENT,2023-04-02,ACTIVE
A0001378,C000471,DEPOSIT,2023-05-04,ACTIVE
A0001379,C000528,CURRENT,2020-09-06,ACTIVE
A0001380,C000651,CURRENT,2023-03-03,ACTIVE
A0001381,C000389,SAVINGS,2026-04-05,ACTIVE
A0001382,C000214,CURRENT,2025-04-03,ACTIVE
A0001383,C000502,CURRENT,2023-03-04,ACTIVE
A0001384,C000032,CURRENT,2026-04-05,ACTIVE
A0001385,C000226,DEPOSIT,2022-10-14,ACTIVE
A0001386,C000740,DEPOSIT,2023-09-26,ACTIVE
A0001387,C000216,CURRENT,2024-10-19,ACTIVE
A0001388,C000305,CURRENT,2024-03-26,ACTIVE
A0001389,C000158,DEPOSIT,2020-01-17,ACTIVE
A0001390,C000909,CURRENT,2023-10-15,ACTIVE
A0001391,C000064,DEPOSIT,2020-01-28,ACTIVE
A0001392,C000416,DEPOSIT,2023-03-25,ACTIVE
A0001393,C000423,SAVINGS,2024-04-11,ACTIVE
A0001394,C000625,CURRENT,2024-11-03,CLOSED
A0001395,C000344,SAVINGS,2023-04-20,ACTIVE
A0001396,C000256,DEPOSIT,2022-01-23,ACTIVE
A0001397,C000120,CURRENT,2025-06-18,ACTIVE
A0001398,C000688,SAVINGS,2021-01-06,ACTIVE
A0001399,C000291,DEPOSIT,2023-06-11,ACTIVE
A0001400,C000693,CURRENT,2025-10-07,CLOSED
A0001401,C000902,CURRENT,2024-03-22,ACTIVE
A0001402,C000680,SAVINGS,2026-03-11,ACTIVE
A0001403,C000439,DEPOSIT,2025-01-13,ACTIVE
