transaction_id,account_id,transaction_date,transaction_type,amount
T00007473,A0000096,2026-05-05,WITHDRAWAL,1433000.0
T00007474,A0000919,2026-02-26,DEPOSIT,3797000.0
T00007475,A0001750,2025-08-28,WITHDRAWAL,1351000.0
T00007476,A0001405,2026-04-06,WITHDRAWAL,1471000.0
T00007477,A0000300,2025-10-16,TRANSFER,4445000.0
T00007478,A0001781,2025-01-10,TRANSFER,453000.0
T00007479,A0001217,2026-02-09,DEPOSIT,2162000.0
T00007480,A0000926,2026-06-26,WITHDRAWAL,2300000.0
T00007481,A0001168,2025-12-21,TRANSFER,889000.0
T00007482,A0000989,2025-07-02,TRANSFER,2563000.0
T00007483,A0000620,2026-02-27,TRANSFER,4652000.0
T00007484,A0000535,2026-04-25,TRANSFER,4532000.0
T00007485,A0001164,2026-06-27,DEPOSIT,1809000.0
T00007486,A0001220,2026-06-02,DEPOSIT,3792000.0
T00007487,A0000807,2025-04-11,WITHDRAWAL,1825000.0
T00007488,A0001663,2025-07-23,TRANSFER,1241000.0
T00007489,A0001786,2025-01-15,WITHDRAWAL,2391000.0
T00007490,A0000301,2025-02-24,TRANSFER,3329000.0
T00007491,A0000785,2026-07-31,DEPOSIT,302000.0
T00007492,A0000053,2026-06-11,WITHDRAWAL,2332000.0
T00007493,A0001777,2026-04-01,TRANSFER,3715000.0
T00007494,A0000484,2026-06-14,WITHDRAWAL,4612000.0
T00007495,A0000675,2025-12-11,TRANSFER,1877000.0
T00007496,A0000221,2025-03-12,DEPOSIT,2753000.0
T00007497,A0000594,2026-03-09,WITHDRAWAL,1931000.0
T00007498,A0000327,2025-09-07,DEPOSIT,3714000.0
T00007499,A0001409,2026-07-11,WITHDRAWAL,2556000.0
T00007500,A0000645,2025-12-06,TRANSFER,23000.0
T00007501,A0000064,2026-03-25,WITHDRAWAL,2909000.0
T00007502,A0001099,2025-09-09,TRANSFER,942000.0
T00007503,A0000236,2026-03-08,WITHDRAWAL,4308000.0
T00007504,A0000501,2025-03-12,TRANSFER,2041000.0
T00007505,A0000566,2025-06-19,TRANSFER,3000000.0
T00007506,A0001736,2025-09-14,TRANSFER,4294000.0
T00007507,A0001562,2025-04-10,WITHDRAWAL,404000.0
T00007508,A0001327,2026-04-26,TRANSFER,3988000.0
T00007509,A0000059,2026-06-15,WITHDRAWAL,2066000.0
T00007510,A0001154,2025-03-20,WITHDRAWAL,896000.0
T00007511,A0000888,2026-03-27,DEPOSIT,3796000.0
T00007512,A0001258,2025-09-11,WITHDRAWAL,4005000.0
T00007513,A0000213,2025-06-04,TRANSFER,1310000.0
T00007514,A0001211,2026-02-17,DEPOSIT,2807000.0
T00007515,A0001314,2025-09-13,TRANSFER,4259000.0
T00007516,A0001452,2025-04-03,WITHDRAWAL,4561000.0
T00007517,A0000654,2026-08-02,TRANSFER,3303000.0
T00007518,A0000909,2026-04-15,WITHDRAWAL,1733000.0
T00007519,A0000339,2026-02-07,TRANSFER,1158000.0
T00007520,A0000639,2025-06-06,DEPOSIT,1593000.0
T00007521,A0000545,2025-07-31,WITHDRAWAL,1777000.0
T00007522,A0000251,2025-04-11,WITHDRAWAL,4934000.0
T00007523,A0000535,2025-11-29,TRANSFER,2641000.0
T00007524,A0000221,2025-05-28,WITHDRAWAL,4621000.0
T00007525,A0000945,2026-04-24,DEPOSIT,182000.0
T00007526,A0001589,2025-05-12,TRANSFER,3675000.0
T00007527,A0000532,2025-01-12,DEPOSIT,4030000.0
T00007528,A0000445,2026-07-19,WITHDRAWAL,2699000.0
T00007529,A0001184,2025-12-30,TRANSFER,4978000.0
T00007530,A0000462,2025-10-30,DEPOSIT,4393000.0
T00007531,A0000681,2025-01-25,TRANSFER,4586000.0
T00007532,A0001018,2026-04-09,DEPOSIT,1459000.0
T00007533,A0000191,2025-02-24,TRANSFER,1648000.0
T00007534,A0001151,2026-08-16,WITHDRAWAL,1283000.0
T00007535,A0000718,2025-02-14,TRANSFER,4547000.0
T00007536,A0000537,2025-07-29,DEPOSIT,2049000.0
T00007537,A0001186,2026-04-01,TRANSFER,1136000.0
T00007538,A0000120,2026-04-12,WITHDRAWAL,721000.0
T00007539,A0001531,2025-07-22,TRANSFER,749000.0
T00007540,A0000862,2025-10-12,DEPOSIT,3288000.0
T00007541,A0001008,2026-08-17,WITHDRAWAL,1349000.0
T00007542,A0000166,2025-10-02,WITHDRAWAL,746000.0
T00007543,A0001475,2026-04-03,TRANSFER,1878000.0
T00007544,A0000445,2025-07-21,TRANSFER,2373000.0
T00007545,A0001785,2026-05-16,TRANSFER,3466000.0
T00007546,A0000246,2025-12-17,DEPOSIT,3560000.0
T00007547,A0001387,2025-06-16,WITHDRAWAL,410000.0
T00007548,A0001647,2025-01-06,DEPOSIT,3078000.0
T00007549,A0000243,2025-10-20,DEPOSIT,1187000.0
T00007550,A0000379,2026-06-02,TRANSFER,3065000.0
T00007551,A0001153,2025-11-17,WITHDRAWAL,561000.0
T00007552,A0001379,2025-09-09,WITHDRAWAL,4871000.0
T00007553,A0000924,2025-03-14,TRANSFER,1123000.0
T00007554,A0001397,2026-08-15,TRANSFER,4518000.0
T00007555,A0000397,2026-07-14,TRANSFER,2152000.0
T00007556,A0001367,2025-01-17,TRANSFER,2004000.0
T00007557,A0000983,2026-03-20,TRANSFER,2778000.0
T00007558,A0001459,2025-12-29,WITHDRAWAL,3871000.0
T00007559,A0000099,2025-03-07,WITHDRAWAL,2432000.0
T00007560,A0001086,2025-03-20,WITHDRAWAL,765000.0
T00007561,A0000014,2025-02-05,DEPOSIT,1395000.0
T00007562,A0001670,2025-06-17,TRANSFER,3592000.0
T00007563,A0001428,2025-08-22,DEPOSIT,4418000.0
T00007564,A0001076,2026-06-18,DEPOSIT,4276000.0
T00007565,A0000242,2025-12-24,WITHDRAWAL,4976000.0
T00007566,A0000232,2025-10-23,DEPOSIT,566000.0
T00007567,A0001506,2025-04-28,WITHDRAWAL,213000.0
T00007568,A0001253,2025-11-17,WITHDRAWAL,4961000.0
T00007569,A0001273,2025-02-01,WITHDRAWAL,3935000.0
T00007570,A0000482,2026-04-19,DEPOSIT,4554000.0
T00007571,A0000720,2025-08-31,TRANSFER,3048000.0
T00007572,A0000206,2025-12-26,DEPOSIT,2185000.0
T00007573,A0000967,2025-02-24,TRANSFER,2494000.0
T00007574,A0001731,2026-01-26,TRANSFER,3589000.0
T00007575,A0001640,2025-08-16,WITHDRAWAL,2964000.0
T00007576,A0000058,2025-06-07,WITHDRAWAL,539000.0
T00007577,A0001726,2025-01-03,WITHDRAWAL,4094000.0
T00007578,A0001006,2025-10-01,TRANSFER,4957000.0
T00007579,A0000455,2025-03-09,WITHDRAWAL,1332000.0
T00007580,A0000662,2025-06-02,DEPOSIT,499000.0
T00007581,A0001202,2025-02-01,DEPOSIT,2396000.0
T00007582,A0001500,2025-02-16,WITHDRAWAL,4298000.0
T00007583,A0001344,2025-12-25,DEPOSIT,4007000.0
T00007584,A0000248,2025-04-20,WITHDRAWAL,4557000.0
T00007585,A0001380,2025-11-27,WITHDRAWAL,2348000.0
T00007586,A0000686,2025-03-12,WITHDRAWAL,4638000.0
T00007587,A0000122,2025-11-06,DEPOSIT,1377000.0
T00007588,A0001430,2025-01-05,DEPOSIT,2319000.0
T00007589,A0000610,2026-06-18,TRANSFER,2899000.0
T00007590,A0000254,2025-12-27,TRANSFER,2830000.0
T00007591,A0001537,2025-04-06,TRANSFER,4746000.0
T00007592,A0000649,2025-01-02,DEPOSIT,1688000.0
T00007593,A0000265,2026-02-26,WITHDRAWAL,3832000.0
T00007594,A0000892,2025-02-21,TRANSFER,661000.0
T00007595,A0000474,2025-01-09,WITHDRAWAL,1030000.0
T00007596,A0000652,2026-04-16,TRANSFER,728000.0
T00007597,A0000479,2025-09-07,WITHDRAWAL,1662000.0
T00007598,A0000899,2025-03-04,TRANSFER,118000.0
T00007599,A0000660,2025-06-16,DEPOSIT,4098000.0
T00007600,A0000335,2025-10-13,WITHDRAWAL,3191000.0
T00007601,A0001359,2025-04-27,TRANSFER,918000.0
T00007602,A0001755,2025-12-21,TRANSFER,1753000.0
T00007603,A0000151,2025-06-09,TRANSFER,1293000.0
T00007604,A0000040,2026-01-26,TRANSFER,2772000.0
T00007605,A0001359,2025-01-04,TRANSFER,174000.0
T00007606,A0000120,2026-05-14,WITHDRAWAL,1472000.0
T00007607,A0000986,2026-06-22,TRANSFER,250000.0
T00007608,A0000280,2025-03-29,TRANSFER,4571000.0
T00007609,A0000862,2025-03-17,TRANSFER,2133000.0
T00007610,A0000146,2025-03-12,WITHDRAWAL,3416000.0
T00007611,A0001752,2025-02-16,WITHDRAWAL,3626000.0
T00007612,A0000606,2025-07-17,WITHDRAWAL,91000.0
T00007613,A0001588,2025-12-11,WITHDRAWAL,3003000.0
T00007614,A0000255,2025-10-27,TRANSFER,1228000.0
T00007615,A0001667,2025-11-28,WITHDRAWAL,651000.0
T00007616,A0000085,2026-04-01,TRANSFER,2751000.0
T00007617,A0000615,2026-03-14,TRANSFER,3341000.0
T00007618,A0000152,2025-11-27,WITHDRAWAL,4847000.0
T00007619,A0001630,2025-06-24,WITHDRAWAL,3732000.0
T00007620,A0001164,2025-02-10,DEPOSIT,3689000.0
T00007621,A0000050,2026-01-29,TRANSFER,2298000.0
T00007622,A0000736,2025-07-20,WITHDRAWAL,4823000.0
T00007623,A0000632,2025-07-23,DEPOSIT,4151000.0
T00007624,A0001627,2025-10-28,WITHDRAWAL,2518000.0
T00007625,A0001739,2026-06-15,TRANSFER,2847000.0
T00007626,A0001663,2025-10-29,WITHDRAWAL,1258000.0
T00007627,A0001490,2026-07-29,WITHDRAWAL,2284000.0
T00007628,A0001505,2025-10-01,DEPOSIT,2997000.0
T00007629,A0000031,2025-02-06,WITHDRAWAL,3669000.0
T00007630,A0000769,2025-12-10,WITHDRAWAL,2027000.0
T00007631,A0001174,2025-03-26,WITHDRAWAL,399000.0
T00007632,A0000411,2025-08-05,DEPOSIT,1944000.0
T00007633,A0001604,2025-09-09,WITHDRAWAL,886000.0
T00007634,A0000517,2026-04-24,DEPOSIT,181000.0
T00007635,A0001044,2026-05-23,WITHDRAWAL,567000.0
T00007636,A0000070,2025-07-01,WITHDRAWAL,1323000.0
T00007637,A0000276,2025-11-22,WITHDRAWAL,2220000.0
T00007638,A0000075,2025-09-24,DEPOSIT,4427000.0
T00007639,A0000197,2026-05-24,TRANSFER,3707000.0
T00007640,A0000700,2025-04-16,DEPOSIT,222000.0
T00007641,A0001179,2025-11-13,TRANSFER,2969000.0
T00007642,A0001043,2025-01-11,TRANSFER,1859000.0
T00007643,A0001137,2026-03-08,DEPOSIT,679000.0
T00007644,A0000110,2026-05-16,WITHDRAWAL,4960000.0
T00007645,A0001525,2025-06-24,DEPOSIT,570000.0
T00007646,A0000641,2026-07-08,WITHDRAWAL,3211000.0
T00007647,A0001111,2025-09-29,DEPOSIT,2332000.0
T00007648,A0001631,2025-01-05,WITHDRAWAL,4128000.0
T00007649,A0000497,2026-01-04,WITHDRAWAL,4771000.0
T00007650,A0001593,2026-04-07,WITHDRAWAL,1232000.0
T00007651,A0000751,2026-07-12,WITHDRAWAL,2327000.0
T00007652,A0001505,2026-01-28,DEPOSIT,191000.0
T00007653,A0000121,2025-10-28,DEPOSIT,3387000.0
T00007654,A0000089,2025-05-23,DEPOSIT,3109000.0
T00007655,A0000623,2026-05-25,DEPOSIT,1788000.0
T00007656,A0000597,2025-08-18,TRANSFER,4238000.0
T00007657,A0000845,2025-07-01,WITHDRAWAL,2823000.0
T00007658,A0000598,2025-02-18,WITHDRAWAL,248000.0
T00007659,A0001502,2025-06-02,DEPOSIT,1310000.0
T00007660,A0000874,2025-04-06,WITHDRAWAL,4100000.0
T00007661,A0001603,2026-07-15,DEPOSIT,1709000.0
T00007662,A0001090,2025-04-01,DEPOSIT,3241000.0
T00007663,A0001622,2026-01-06,TRANSFER,2824000.0
T00007664,A0001741,2026-08-18,TRANSFER,2428000.0
T00007665,A0001077,2025-02-24,TRANSFER,2008000.0
T00007666,A0000322,2025-12-21,TRANSFER,508000.0
T00007667,A0001394,2026-07-11,DEPOSIT,1432000.0
T00007668,A0000671,2026-03-16,TRANSFER,2494000.0
T00007669,A0000677,2026-07-23,WITHDRAWAL,210000.0
T00007670,A0001569,2026-02-11,WITHDRAWAL,2730000.0
T00007671,A0000919,2026-08-23,WITHDRAWAL,4484000.0
T00007672,A0001410,2026-08-26,WITHDRAWAL,3768000.0
T00007673,A0001708,2025-05-25,WITHDRAWAL,469000.0
T00007674,A0001543,2025-06-26,WITHDRAWAL,3054000.0
T00007675,A0001257,2025-02-19,WITHDRAWAL,448000.0
T00007676,A0000800,2025-12-24,WITHDRAWAL,4535000.0
T00007677,A0000987,2025-02-06,WITHDRAWAL,3286000.0
T00007678,A0000549,2025-02-11,DEPOSIT,4654000.0
T00007679,A0000740,2025-12-30,WITHDRAWAL,3765000.0
T00007680,A0000826,2026-07-22,DEPOSIT,2087000.0
T00007681,A0000288,2025-08-04,DEPOSIT,980000.0
T00007682,A0000384,2026-04-08,TRANSFER,1935000.0
T00007683,A0001207,2026-05-19,TRANSFER,4262000.0
T00007684,A0001078,2025-03-25,WITHDRAWAL,2797000.0
T00007685,A0001337,2026-05-15,DEPOSIT,3394000.0
T00007686,A0000493,2025-04-16,DEPOSIT,4875000.0
T00007687,A0000432,2025-06-04,WITHDRAWAL,1012000.0
T00007688,A0001090,2025-02-21,DEPOSIT,1994000.0
T00007689,A0000471,2025-10-08,DEPOSIT,3159000.0
T00007690,A0000760,2025-10-25,DEPOSIT,726000.0
T00007691,A0001155,2025-07-27,TRANSFER,4623000.0
T00007692,A0000438,2025-05-10,TRANSFER,3593000.0
T00007693,A0001694,2025-11-24,WITHDRAWAL,4694000.0
T00007694,A0000828,2025-07-31,DEPOSIT,2567000.0
T00007695,A0001152,2026-06-01,WITHDRAWAL,3800000.0
T00007696,A0001134,2025-09-29,DEPOSIT,184000.0
T00007697,A0000972,2025-07-31,DEPOSIT,3475000.0
T00007698,A0001607,2026-08-28,TRANSFER,2909000.0
T00007699,A0000326,2025-01-17,TRANSFER,318000.0
T00007700,A0000386,2025-08-28,DEPOSIT,2643000.0
T00007701,A0001130,2026-06-10,TRANSFER,4882000.0
T00007702,A0000017,2025-10-23,WITHDRAWAL,3429000.0
T00007703,A0001034,2025-01-23,WITHDRAWAL,2254000.0
T00007704,A0000426,2026-07-03,DEPOSIT,233000.0
T00007705,A0000200,2025-05-22,DEPOSIT,1979000.0
T00007706,A0000219,2025-01-24,WITHDRAWAL,4016000.0
T00007707,A0000497,2025-10-23,WITHDRAWAL,4998000.0
T00007708,A0001437,2025-06-14,DEPOSIT,4278000.0
T00007709,A0000632,2026-05-26,DEPOSIT,861000.0
T00007710,A0001453,2025-10-03,TRANSFER,2657000.0
T00007711,A0000146,2026-06-11,DEPOSIT,3283000.0
T00007712,A0001293,2025-11-05,WITHDRAWAL,3972000.0
T00007713,A0001447,2026-06-10,TRANSFER,1768000.0
T00007714,A0000908,2025-01-05,TRANSFER,1077000.0
T00007715,A0000223,2026-05-12,WITHDRAWAL,738000.0
T00007716,A0000612,2025-03-08,WITHDRAWAL,2455000.0
T00007717,A0001008,2025-03-28,DEPOSIT,3108000.0
T00007718,A0000018,2025-10-15,TRANSFER,2807000.0
T00007719,A0001636,2026-05-11,DEPOSIT,4523000.0
T00007720,A0000479,2025-11-30,WITHDRAWAL,2032000.0
T00007721,A0001319,2025-05-07,WITHDRAWAL,3724000.0
T00007722,A0000159,2026-03-28,WITHDRAWAL,2215000.0
T00007723,A0000860,2026-02-22,DEPOSIT,3661000.0
T00007724,A0001130,2025-10-04,WITHDRAWAL,3444000.0
T00007725,A0000613,2025-08-27,DEPOSIT,1741000.0
T00007726,A0000837,2026-05-17,TRANSFER,4998000.0
T00007727,A0000212,2025-05-28,WITHDRAWAL,1839000.0
T00007728,A0001722,2025-10-02,TRANSFER,3564000.0
T00007729,A0001103,2025-03-19,TRANSFER,347000.0
T00007730,A0001354,2025-01-01,TRANSFER,1177000.0
T00007731,A0000156,2025-02-18,DEPOSIT,3581000.0
T00007732,A0001055,2026-03-31,WITHDRAWAL,765000.0
T00007733,A0000903,2025-07-20,DEPOSIT,2146000.0
T00007734,A0001130,2026-04-25,DEPOSIT,2871000.0
T00007735,A0000450,2025-10-30,WITHDRAWAL,1565000.0
T00007736,A0001783,2026-08-31,WITHDRAWAL,2334000.0
T00007737,A0000075,2026-03-16,TRANSFER,3895000.0
T00007738,A0000680,2026-03-27,WITHDRAWAL,4710000.0
T00007739,A0001264,2026-07-11,TRANSFER,3481000.0
T00007740,A0000212,2025-04-27,DEPOSIT,883000.0
T00007741,A0000761,2025-12-12,WITHDRAWAL,3681000.0
T00007742,A0001163,2026-08-14,WITHDRAWAL,413000.0
T00007743,A0001502,2026-04-03,DEPOSIT,1761000.0
T00007744,A0000203,2026-05-06,WITHDRAWAL,2394000.0
T00007745,A0001485,2026-01-11,WITHDRAWAL,199000.0
T00007746,A0000947,2025-11-25,DEPOSIT,3850000.0
T00007747,A0000108,2026-01-20,WITHDRAWAL,4421000.0
T00007748,A0000954,2025-12-29,WITHDRAWAL,2629000.0
T00007749,A0001154,2026-04-10,WITHDRAWAL,4904000.0
T00007750,A0000397,2026-08-26,TRANSFER,1824000.0
T00007751,A0000250,2026-07-08,WITHDRAWAL,3670000.0
T00007752,A0000314,2025-07-29,DEPOSIT,2782000.0
T00007753,A0000275,2025-10-07,TRANSFER,2900000.0
T00007754,A0001557,2025-02-08,TRANSFER,2484000.0
T00007755,A0001570,2026-08-09,TRANSFER,4457000.0
T00007756,A0000880,2025-05-03,DEPOSIT,4766000.0
T00007757,A0000661,2026-01-11,WITHDRAWAL,2790000.0
T00007758,A0000180,2025-11-01,DEPOSIT,556000.0
T00007759,A0000364,2026-07-14,TRANSFER,834000.0
T00007760,A0001151,2025-02-24,WITHDRAWAL,831000.0
T00007761,A0000908,2025-08-09,TRANSFER,2605000.0
T00007762,A0000601,2026-04-04,DEPOSIT,1777000.0
T00007763,A0001047,2025-03-25,DEPOSIT,4204000.0
T00007764,A0001634,2025-04-15,DEPOSIT,4694000.0
T00007765,A0000089,2026-01-11,DEPOSIT,3098000.0
T00007766,A0000113,2025-12-23,WITHDRAWAL,4388000.0
T00007767,A0001702,2026-05-07,TRANSFER,189000.0
T00007768,A0000715,2025-02-24,TRANSFER,1188000.0
T00007769,A0000798,2025-06-19,DEPOSIT,4641000.0
T00007770,A0000928,2025-03-07,DEPOSIT,4841000.0
T00007771,A0001583,2025-08-04,DEPOSIT,4159000.0
T00007772,A0000519,2026-05-19,TRANSFER,4367000.0
T00007773,A0000346,2025-12-01,DEPOSIT,4652000.0
T00007774,A0001035,2025-12-15,DEPOSIT,776000.0
T00007775,A0000957,2025-09-24,TRANSFER,934000.0
T00007776,A0000654,2026-02-02,TRANSFER,2739000.0
T00007777,A0001215,2025-09-26,DEPOSIT,1332000.0
T00007778,A0001135,2025-08-14,DEPOSIT,1165000.0
T00007779,A0000722,2026-01-31,DEPOSIT,1419000.0
T00007780,A0001708,2026-07-18,WITHDRAWAL,3677000.0
T00007781,A0001721,2025-04-21,WITHDRAWAL,2172000.0
T00007782,A0000719,2025-05-20,WITHDRAWAL,332000.0
T00007783,A0000109,2025-04-13,TRANSFER,2932000.0
T00007784,A0000475,2025-07-18,TRANSFER,1580000.0
T00007785,A0000731,2025-07-21,DEPOSIT,2455000.0
T00007786,A0001019,2026-04-12,TRANSFER,1290000.0
T00007787,A0000575,2025-05-27,DEPOSIT,3825000.0
T00007788,A0001773,2026-07-17,DEPOSIT,4475000.0
T00007789,A0001396,2026-04-27,WITHDRAWAL,4739000.0
T00007790,A0000140,2026-05-11,TRANSFER,2150000.0
T00007791,A0000731,2025-04-15,DEPOSIT,1335000.0
T00007792,A0000758,2026-04-25,DEPOSIT,81000.0
T00007793,A0001541,2026-06-27,TRANSFER,841000.0
T00007794,A0000217,2025-07-01,DEPOSIT,1968000.0
T00007795,A0001427,2025-12-20,TRANSFER,3456000.0
T00007796,A0001096,2026-05-18,WITHDRAWAL,4468000.0
T00007797,A0000271,2025-08-01,TRANSFER,4920000.0
T00007798,A0000430,2025-04-19,WITHDRAWAL,1946000.0
T00007799,A0000378,2026-06-15,DEPOSIT,238000.0
T00007800,A0000535,2025-06-01,WITHDRAWAL,2635000.0
T00007801,A0000313,2025-03-25,DEPOSIT,2242000.0
T00007802,A0000921,2026-07-16,WITHDRAWAL,3011000.0
T00007803,A0001097,2026-02-21,WITHDRAWAL,1211000.0
T00007804,A0001302,2026-08-20,DEPOSIT,3579000.0
T00007805,A0000551,2025-01-07,WITHDRAWAL,3112000.0
T00007806,A0001520,2025-06-05,DEPOSIT,3985000.0
T00007807,A0000189,2025-09-28,WITHDRAWAL,3284000.0
T00007808,A0000639,2025-04-11,WITHDRAWAL,952000.0
T00007809,A0000440,2026-06-24,TRANSFER,4808000.0
T00007810,A0001046,2025-06-12,TRANSFER,4366000.0
T00007811,A0000405,2025-02-16,DEPOSIT,2791000.0
T00007812,A0000623,2026-01-25,TRANSFER,1654000.0
T00007813,A0000315,2025-12-07,DEPOSIT,3470000.0
T00007814,A0000671,2026-03-08,DEPOSIT,4326000.0
T00007815,A0000201,2026-04-12,DEPOSIT,688000.0
T00007816,A0000579,2026-06-29,TRANSFER,3374000.0
T00007817,A0001452,2026-06-20,DEPOSIT,3946000.0
T00007818,A0001439,2025-10-24,DEPOSIT,3150000.0
T00007819,A0000542,2025-07-17,TRANSFER,46000.0
T00007820,A0000143,2026-06-18,WITHDRAWAL,4267000.0
T00007821,A0001025,2025-02-06,WITHDRAWAL,992000.0
T00007822,A0001629,2025-04-20,TRANSFER,3089000.0
T00007823,A0001540,2026-02-23,DEPOSIT,3941000.0
T00007824,A0001182,2025-04-06,WITHDRAWAL,66000.0
T00007825,A0001135,2026-04-25,TRANSFER,3733000.0
T00007826,A0000653,2026-06-21,TRANSFER,2003000.0
T00007827,A0000177,2026-07-02,WITHDRAWAL,2926000.0
T00007828,A0001060,2025-06-14,TRANSFER,3202000.0
T00007829,A0001406,2026-05-24,WITHDRAWAL,4577000.0
T00007830,A0001268,2025-11-04,DEPOSIT,2395000.0
T00007831,A0000712,2025-10-13,DEPOSIT,2387000.0
T00007832,A0000617,2026-03-22,TRANSFER,4341000.0
T00007833,A0000148,2026-04-09,WITHDRAWAL,1494000.0
T00007834,A0000714,2025-05-30,TRANSFER,1948000.0
T00007835,A0000506,2025-08-10,DEPOSIT,3079000.0
T00007836,A0001123,2026-06-04,WITHDRAWAL,3900000.0
T00007837,A0001511,2025-11-04,WITHDRAWAL,3965000.0
T00007838,A0000672,2026-01-31,DEPOSIT,1614000.0
T00007839,A0000383,2025-01-08,WITHDRAWAL,1272000.0
T00007840,A0001133,2026-02-26,WITHDRAWAL,973000.0
T00007841,A0000986,2026-03-28,DEPOSIT,1976000.0
T00007842,A0001148,2025-01-22,DEPOSIT,1213000.0
T00007843,A0000346,2025-02-05,TRANSFER,4485000.0
T00007844,A0001636,2025-06-15,WITHDRAWAL,201000.0
T00007845,A0000309,2026-04-13,TRANSFER,2252000.0
T00007846,A0000674,2025-01-11,DEPOSIT,1198000.0
T00007847,A0001052,2026-08-14,DEPOSIT,2821000.0
T00007848,A0001602,2026-05-22,WITHDRAWAL,1530000.0
T00007849,A0000106,2026-01-09,TRANSFER,1735000.0
T00007850,A0000396,2026-03-06,WITHDRAWAL,744000.0
T00007851,A0001297,2026-05-07,TRANSFER,4376000.0
T00007852,A0001332,2025-06-11,WITHDRAWAL,3942000.0
T00007853,A0001645,2025-07-20,DEPOSIT,11000.0
T00007854,A0000264,2026-05-06,DEPOSIT,4733000.0
T00007855,A0001262,2025-06-08,DEPOSIT,4906000.0
T00007856,A0001233,2025-11-11,DEPOSIT,2394000.0
T00007857,A0000047,2025-11-21,TRANSFER,162000.0
T00007858,A0000441,2025-09-16,WITHDRAWAL,3145000.0
T00007859,A0001771,2025-07-11,TRANSFER,228000.0
T00007860,A0001254,2025-05-26,WITHDRAWAL,4151000.0
T00007861,A0000311,2025-11-24,DEPOSIT,256000.0
T00007862,A0001486,2026-08-29,WITHDRAWAL,4036000.0
T00007863,A0001133,2025-01-01,DEPOSIT,83000.0
T00007864,A0001059,2025-11-11,WITHDRAWAL,4603000.0
T00007865,A0001045,2026-07-20,DEPOSIT,1350000.0
T00007866,A0001114,2026-01-02,WITHDRAWAL,1602000.0
T00007867,A0001173,2026-01-30,DEPOSIT,1664000.0
T00007868,A0001536,2025-02-18,DEPOSIT,4634000.0
T00007869,A0000370,2025-05-24,TRANSFER,1273000.0
T00007870,A0000095,2025-02-16,TRANSFER,3260000.0
T00007871,A0000148,2026-07-27,TRANSFER,1238000.0
T00007872,A0001124,2025-10-30,DEPOSIT,411000.0
T00007873,A0000550,2026-04-10,WITHDRAWAL,4156000.0
T00007874,A0001604,2025-06-25,TRANSFER,4491000.0
T00007875,A0000679,2025-12-14,TRANSFER,39000.0
T00007876,A0000079,2025-12-06,DEPOSIT,798000.0
T00007877,A0001555,2026-06-19,TRANSFER,517000.0
T00007878,A0001530,2026-08-31,WITHDRAWAL,1498000.0
T00007879,A0001277,2026-05-06,WITHDRAWAL,4201000.0
T00007880,A0000363,2025-10-19,TRANSFER,2232000.0
T00007881,A0001658,2026-01-27,WITHDRAWAL,364000.0
T00007882,A0000171,2025-10-24,TRANSFER,3207000.0
T00007883,A0001522,2025-11-07,TRANSFER,3886000.0
T00007884,A0000111,2026-07-13,WITHDRAWAL,373000.0
T00007885,A0001395,2026-04-30,WITHDRAWAL,3486000.0
T00007886,A0000399,2026-02-17,DEPOSIT,3659000.0
T00007887,A0000077,2025-09-21,TRANSFER,2637000.0
T00007888,A0001355,2026-02-08,TRANSFER,47000.0
T00007889,A0000960,2025-01-07,TRANSFER,2589000.0
T00007890,A0001165,2025-11-04,DEPOSIT,3866000.0
T00007891,A0001006,2026-03-15,WITHDRAWAL,4481000.0
T00007892,A0000958,2026-04-06,DEPOSIT,1662000.0
T00007893,A0000173,2026-06-24,TRANSFER,4819000.0
T00007894,A0000418,2026-04-26,TRANSFER,3329000.0
T00007895,A0001092,2025-01-15,TRANSFER,3803000.0
T00007896,A0001326,2025-05-03,WITHDRAWAL,3526000.0
T00007897,A0001495,2025-07-02,TRANSFER,3421000.0
T00007898,A0001715,2026-08-07,WITHDRAWAL,3663000.0
T00007899,A0000664,2026-02-15,WITHDRAWAL,3358000.0
T00007900,A0001649,2026-05-17,DEPOSIT,1476000.0
T00007901,A0000107,2025-09-06,DEPOSIT,1744000.0
T00007902,A0001087,2026-08-12,TRANSFER,3078000.0
T00007903,A0000025,2025-11-15,DEPOSIT,1026000.0
T00007904,A0000167,2026-07-08,TRANSFER,3369000.0
T00007905,A0000261,2025-11-01,TRANSFER,3544000.0
T00007906,A0000455,2025-03-01,TRANSFER,4157000.0
T00007907,A0001757,2025-08-27,DEPOSIT,452000.0
T00007908,A0001664,2026-07-17,TRANSFER,3462000.0
T00007909,A0000942,2026-01-25,DEPOSIT,2057000.0
T00007910,A0001299,2025-05-04,TRANSFER,304000.0
T00007911,A0000014,2026-03-27,DEPOSIT,3387000.0
T00007912,A0000522,2025-05-31,WITHDRAWAL,77000.0
T00007913,A0000850,2026-05-18,TRANSFER,3185000.0
T00007914,A0000998,2026-02-16,WITHDRAWAL,3678000.0
T00007915,A0001567,2025-06-04,DEPOSIT,520000.0
T00007916,A0001066,2025-01-13,WITHDRAWAL,4128000.0
T00007917,A0000673,2025-07-26,DEPOSIT,38000.0
T00007918,A0000516,2025-11-09,WITHDRAWAL,971000.0
T00007919,A0000464,2026-07-14,WITHDRAWAL,769000.0
